player,season,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Nicolo Barella,2223,50,3994,39,35,2950,32.7,6,8,14,6,0,0,6,0,3.2,3.2,5.6,8.8,76,214,162,0.21,0.74,0.94,0.21,0.94,0.11,0.19,0.3,0.11,0.3,32.7,6,35,14,89.4,1.67,0.72,0.18,0.46,20.6,1,0,0,0.1,2.8,2.8,1306,1601,81.6,21320,6648,684,773,88.5,486,564,86.2,102,177,57.6,8,5.6,4.1,0.4,55,150,50,15,214,1601,1566,29,13,6,16,93,8,6,0,2,0,1306,6,30,121,4.17,103,4,5,2,6,1,13,0.45,11,0,2,0,0,0,49,27,17,26,6,28,53,52.8,25,29,5,24,14,61,12,0,1892,43,303,962,656,57,1892,70,40,57.1,17,24.3,1253,7327,3430,76,69,10,52,39,1426,162,159,146.60000000000002,35,165,20,4,23,2,4.3,56,33,23,1.49,-0.1399999999999999,53.1,27.3,25.7,0.89,0.24,0,35,52,10,93,14,27,0,0,0,178,20,15,57.1
Randal Kolo Muani,2223,69,5994,41,37,3245,36.0,22,14,36,19,3,3,7,1,14.3,12.7,6.5,19.200000000000003,99,62,250,2.25,1.0,3.25,1.97,2.98,1.11,0.22,1.33,1.06,1.28,36.0,22,95,40,140.0,7.88,3.69,0.73,1.56,26.2,0,3,3,0.44,1.7,1.2999999999999998,444,692,122.7,5779,1248,282,401,138.4,115,166,144.0,18,34,52.9,14,6.5,5.8,4.5,41,27,23,2,62,692,664,23,0,4,3,28,1,0,0,0,0,444,5,38,106,4.18,60,0,20,12,14,0,23,1.34,13,0,4,2,4,0,21,19,4,6,11,4,12,111.1,8,20,2,18,4,25,14,0,1132,18,58,455,640,206,1130,171,74,74.1,73,92.2,669,4760,2392,99,55,68,116,71,872,250,215,193.6,37,255,17,4,115,4,5.36,67,47,20,2.65,0.2799999999999998,49.1,38.0,11.1,0.83,0.6499999999999999,1,61,88,24,28,4,19,4,0,0,104,69,84,107.5
Robert Lewandowski,2223,99,5964,41,40,3477,38.6,27,8,35,26,1,3,4,1,27.2,24.9,6.7,31.6,56,110,265,1.9,0.47,2.37,1.65,2.12,1.5,0.3,1.7999999999999998,1.08,1.38,38.6,27,152,63,124.3,9.41,3.94,0.52,1.31,31.9,6,1,3,0.32,-2.2,-0.9,663,884,142.9,9165,1846,405,487,160.5,185,241,151.2,33,52,115.2,8,6.7,5.7,1.2999999999999998,40,58,32,2,110,884,857,14,4,16,6,25,0,0,0,0,0,663,13,30,105,6.38,75,1,10,13,6,0,20,1.51,12,0,3,5,0,0,19,15,2,7,10,7,17,50.0,10,23,1,22,3,22,22,0,1309,26,54,505,764,231,1306,71,35,92.5,33,102.4,865,4130,1491,56,42,28,110,56,1111,265,264,239.5,40,265,34,1,34,0,5.24,71,29,42,1.5,-0.12,71.0,33.4,37.599999999999994,0.5900000000000001,0.96,1,48,59,25,25,3,15,1,0,0,72,68,62,102.1
Rodri,2223,186,13967,83,68,5839,64.8,7,11,18,6,1,1,9,0,6.0,6.0,6.5,12.499999999999998,146,399,144,1.11,1.42,2.53,0.79,2.21,0.23,0.29,0.52,0.23,0.52,64.8,7,79,23,141.3,8.26,2.3,0.8400000000000001,2.47,70.7,0,1,1,0.1999999999999999,-2.0,-2.0,4097,4534,269.7,73443,18036,1671,1795,281.0,1927,2078,274.0,402,497,227.5,11,6.5,5.8,2.5,58,363,69,9,399,4534,4453,73,54,8,34,57,14,2,1,0,0,4097,8,44,159,8.35,138,1,7,9,3,1,18,0.76,16,0,0,1,1,0,88,61,36,38,14,36,72,196.2,36,53,16,37,55,137,54,1,4999,153,984,2984,1065,118,4999,108,54,108.4,39,65.30000000000001,3259,16934,9362,146,119,22,56,39,3934,144,521,511.9,68,564,35,15,112,10,14.52,132,56,76,6.28,2.05,95.5,50.49999999999999,44.900000000000006,1.97,1.24,0,67,69,7,57,55,61,1,0,0,438,90,49,159.7
Ruben Dias,2223,75,5991,33,29,2600,28.9,0,0,0,0,0,0,4,0,1.3,1.3,0.6,1.9,14,110,2,0.0,0.0,0.0,0.0,0.0,0.0699999999999999,0.03,0.0999999999999999,0.0699999999999999,0.0999999999999999,28.9,0,13,3,70.0,1.44,0.4599999999999999,0.0,0.0,21.299999999999997,0,0,0,0.16,-1.3,-1.3,2176,2354,183.2,40195,14068,782,816,191.5,1210,1264,191.5,166,240,132.60000000000002,0,0.6,0.3,-0.6,3,148,0,0,110,2354,2284,70,54,1,8,1,8,0,0,0,0,2176,0,8,17,1.1800000000000002,12,1,0,3,0,1,1,0.05,1,0,0,0,0,0,25,19,12,12,1,11,19,61.1,8,23,13,10,23,46,65,1,2530,198,1026,1426,86,24,2530,10,8,80.0,1,10.0,1704,9113,5547,14,23,1,3,5,2007,2,248,183.2,29,258,25,4,23,9,7.9,85,21,64,6.9399999999999995,4.16,53.6,21.7,31.9,1.83,1.21,0,24,11,0,1,23,19,0,0,0,114,49,31,123.6
Victor Osimhen,2223,46,3996,33,30,2585,28.7,26,4,30,24,2,3,4,0,21.3,18.9,2.8,21.8,43,28,196,0.91,0.14,1.05,0.84,0.98,0.75,0.1,0.85,0.66,0.76,28.7,26,135,54,106.1,18.84,11.29,0.18,0.46,12.8,1,2,3,0.14,4.7,5.1,276,400,69.0,3890,582,158,199,79.4,71,108,65.7,21,29,72.4,4,2.8,1.7,1.2,34,20,10,2,28,400,383,17,0,1,3,19,9,0,0,0,0,276,0,27,80,2.8,54,0,5,11,8,2,9,0.32,6,0,0,1,2,0,10,6,1,2,7,0,7,0.0,7,6,1,5,6,16,29,0,789,31,45,224,537,232,786,75,25,33.3,36,48.0,469,2589,836,43,23,27,96,49,594,196,99,90.8,30,83,13,3,51,0,3.34,59,17,42,1.47,0.74,49.0,20.0,29.1,1.02,0.61,0,40,38,32,19,6,6,2,1,0,58,65,54,54.6
Vinicius Junior,2223,65,6000,42,41,3597,40.0,14,14,28,14,0,0,15,1,11.5,11.5,10.1,21.6,239,91,537,1.19,1.46,2.65,1.19,2.65,0.64,0.5,1.13,0.64,1.13,40.0,14,98,43,116.2,7.43,2.92,0.49,1.53,31.2,0,0,0,0.25,-0.5,-0.5,951,1243,152.2,12578,2568,627,717,175.9,224,290,149.3,45,78,84.5,14,10.1,9.6,0.9,72,35,48,2,91,1243,1195,43,8,5,10,84,26,7,0,0,0,951,5,65,177,9.95,115,2,28,13,18,1,25,1.87,15,0,4,5,0,1,33,27,11,13,9,14,41,35.9,27,29,2,27,7,39,1,0,1843,6,106,486,1273,279,1843,321,117,69.9,161,103.3,1453,11644,6153,239,108,147,111,72,1566,537,256,228.1,41,257,26,1,30,1,6.9,77,37,40,4.27,2.35,65.8,33.300000000000004,32.5,2.58,-0.98,0,53,155,28,84,7,27,1,0,0,110,2,6,25.0
Ilkay Gundogan,2223,93,5970,37,33,2796,31.0,11,4,15,10,1,2,1,0,8.6,7.1000000000000005,3.4,10.5,56,194,130,1.5,0.15,1.65,1.02,1.17,0.8300000000000001,0.1699999999999999,1.01,0.43,0.6,31.0,11,61,24,144.4,5.47,2.42,0.8200000000000001,1.4,44.0,5,1,2,0.2,0.4,0.9,1524,1746,176.39999999999998,23827,5600,824,905,181.8,548,600,188.8,110,145,149.5,4,3.4,4.7,0.6,38,161,39,1,194,1746,1683,60,28,19,7,35,5,21,7,4,1,1524,3,31,96,6.3,77,7,2,4,4,2,17,0.65,13,1,0,1,2,0,33,22,8,15,10,12,35,35.3,23,20,3,17,23,54,14,0,1994,33,260,1093,651,94,1992,44,18,138.1,18,42.9,1183,6152,3005,56,51,8,32,28,1567,130,224,185.8,33,233,19,4,15,10,6.720000000000001,79,22,57,4.2,-0.7299999999999998,64.89999999999999,20.7,44.2,2.7,-2.53,0,28,29,8,35,23,22,2,0,0,173,22,14,121.3
Ademola Lookman,2324,75,5991,41,30,2619,29.1,15,9,24,15,0,0,4,0,9.1,9.1,5.2,14.3,72,97,222,1.5,0.98,2.49,1.5,2.49,0.43,0.25,0.68,0.43,0.68,29.1,15,83,30,110.8,8.350000000000001,2.77,0.67,1.71,14.3,0,0,0,0.14,1.9,1.9,635,838,75.8,9115,2499,376,441,85.3,201,247,81.4,29,74,39.2,9,5.2,4.8,1.8,50,46,32,2,97,838,759,79,6,6,4,103,8,52,20,17,0,635,0,28,101,4.81,65,10,16,4,4,2,14,0.67,9,1,2,1,1,0,20,25,2,11,7,8,22,36.4,14,19,0,19,10,29,0,1,1109,2,54,458,607,129,1109,87,39,44.8,37,42.5,699,4257,1972,72,42,35,66,42,866,222,201,178.60000000000002,30,245,7,11,64,1,4.61,43,31,12,1.48,-0.9,27.6,21.1,6.5,0.31,-0.29,0,51,52,15,103,10,25,1,0,0,89,18,21,46.2
Antonio Rudiger,2324,60,3986,34,31,2829,31.4,1,0,1,1,0,0,7,0,1.5,1.5,1.2,2.6,17,88,1,0.03,0.0,0.03,0.03,0.03,0.05,0.04,0.09,0.05,0.09,31.4,1,22,3,43.8,2.88,0.8200000000000001,0.05,0.5,16.0,0,0,0,0.08,-0.5,-0.5,1630,1815,89.8,30058,11111,625,654,95.6,860,908,94.7,130,219,59.4,0,1.2,1.0,-1.2,5,90,11,2,88,1815,1761,50,30,3,10,5,9,0,0,0,0,1630,4,9,21,0.7,16,0,0,5,0,0,5,0.17,4,0,0,1,0,0,26,15,18,4,4,16,20,80.0,4,27,20,7,11,37,89,0,2022,275,1000,964,65,25,2022,3,1,33.3,2,66.7,1337,6743,4149,17,10,1,4,2,1525,1,202,136.3,31,208,29,3,25,2,2.55,67,27,40,-0.1,-4.51,54.3,28.0,26.3,0.87,-0.03,0,26,6,1,5,11,15,0,0,0,124,49,23,68.1
Artem Dovbyk,2324,52,3994,39,32,2664,29.6,24,10,34,17,7,8,2,0,24.2,17.9,6.2,24.1,18,26,118,0.83,2.62,3.45,0.59,3.21,0.84,0.21,1.05,0.62,0.84,29.6,24,80,36,46.8,6.1899999999999995,1.25,0.22,0.47,12.4,1,7,8,0.23,-0.2,-0.9,277,392,70.7,3272,471,186,235,79.1,62,89,69.7,5,6,83.3,10,6.2,3.7,1.8,27,9,10,0,26,392,359,28,0,2,2,1,0,0,0,0,0,277,5,16,57,1.98,41,0,6,8,2,0,13,0.45,9,0,1,3,0,0,4,3,2,1,1,0,2,0.0,2,8,1,7,0,4,17,0,606,19,36,230,341,185,598,25,17,68.0,8,32.0,351,1294,449,18,7,16,50,39,487,118,98,92.7,32,78,10,7,52,1,4.1899999999999995,70,36,34,4.59,2.75,56.5,38.9,17.6,0.61,0.73,0,27,13,34,1,0,3,0,0,0,24,39,40,49.4
Bukayo Saka,2324,42,4002,36,36,3009,33.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,33.4,16,107,32,50.4,8.14,1.96,0.1,0.32,16.3,0,6,6,0.11,0.5,-0.8,1143,1512,75.6,16891,4402,705,793,88.9,331,427,77.5,80,183,43.7,9,10.5,11.0,-1.5,91,39,73,12,126,1512,1365,138,7,4,3,185,12,119,99,0,0,1143,9,50,188,5.8,137,26,10,9,4,2,21,0.65,16,2,1,1,1,0,66,36,22,24,20,26,59,44.1,33,43,2,41,15,81,24,1,1952,37,182,474,1310,271,1946,122,49,40.2,54,44.3,1223,7180,3728,155,68,72,56,53,1393,508,173,185.4,36,173,18,0,0,0,2.29,78,29,49,-0.4299999999999999,-0.4,66.4,25.0,41.3,1.27,0.04,0,42,70,8,185,15,36,1,0,0,155,23,36,39.0
Cole Palmer,2324,63,6006,40,34,3060,34.0,23,13,36,14,9,9,7,0,18.2,11.1,11.1,22.2,117,197,195,0.96,0.79,1.75,0.65,1.44,0.63,0.38,1.01,0.38,0.77,34.0,23,121,44,70.3,7.73,2.71,0.18,0.49,22.1,11,9,9,0.11,3.8,1.9,1125,1420,159.2,18673,5642,576,638,190.3,409,482,151.7,101,186,54.3,13,11.1,8.7,-0.1,72,136,69,5,197,1420,1299,111,23,27,14,92,22,55,24,12,0,1125,10,37,162,5.59,116,12,14,10,5,5,26,0.9,20,0,1,2,1,2,23,14,9,6,8,8,19,42.1,11,20,2,18,23,43,13,2,1760,22,183,746,854,126,1751,104,52,50.0,46,44.2,1154,7271,3496,117,66,46,58,44,1368,195,164,158.4,34,171,17,6,54,2,6.87,77,49,28,2.32,1.34,58.6,45.2,13.5,1.08,-0.4399999999999999,0,26,29,7,92,23,14,1,0,0,105,1,4,20.0
Dani Carvajal,2324,62,3984,29,26,2291,25.4,4,3,7,4,0,0,6,1,1.7,1.7,2.7,4.4,30,82,168,0.17,0.12,0.29,0.17,0.29,0.07,0.11,0.18,0.07,0.18,25.4,4,18,10,55.6,0.75,0.41,0.22,0.4,14.3,0,0,0,0.1,2.3,2.3,1265,1475,85.8,19955,4535,679,744,91.3,486,552,88.0,76,111,68.5,3,2.7,3.1,0.3,21,52,26,5,82,1475,1284,190,37,3,3,52,153,0,0,0,0,1265,1,34,44,1.82,41,0,1,0,2,0,7,0.29,6,0,0,0,1,0,47,36,28,15,4,23,42,54.8,19,28,9,19,22,69,54,4,1697,101,465,726,527,59,1697,22,9,40.9,11,50.0,939,3864,1903,30,37,9,22,18,1126,168,198,120.6,26,206,19,3,8,6,2.57,57,17,40,0.24,-3.13,44.7,21.7,23.0,0.95,0.21,1,25,21,2,52,22,36,0,0,0,120,21,19,52.5
Dani Olmo,2324,25,1998,21,17,1449,16.1,4,5,9,4,0,0,0,0,3.3,3.3,5.4,8.8,60,68,111,0.25,0.31,0.56,0.25,0.56,0.21,0.34,0.55,0.21,0.55,16.1,4,45,13,28.9,2.8,0.81,0.09,0.31,18.7,3,0,0,0.07,0.7,0.7,511,657,77.8,8589,2309,256,306,83.7,187,226,82.7,52,74,70.3,5,5.4,3.7,-0.4,32,60,21,7,68,657,639,13,9,9,9,21,4,0,0,0,0,511,5,21,61,3.79,44,0,3,9,3,2,8,0.5,8,0,0,0,0,0,26,18,14,8,4,10,22,45.5,12,7,0,7,13,39,12,1,854,18,116,419,329,59,854,72,31,43.1,38,52.8,544,3571,1925,60,49,18,28,26,651,111,69,47.4,17,82,7,4,16,0,2.0,41,20,21,1.3,0.35,27.3,18.0,9.3,0.58,-0.32,0,15,17,1,21,13,18,0,0,0,75,11,19,36.7
Declan Rice,2324,48,3998,39,38,3315,36.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,36.8,7,59,21,134.5,2.62,1.56,0.12,0.35,20.4,2,0,0,0.06,3.7,3.7,2041,2295,88.9,34242,9378,958,1031,92.9,910,975,93.3,137,210,65.2,8,5.3,4.8,2.7,47,240,39,2,278,2295,2181,107,48,2,17,60,1,47,38,0,0,2041,7,26,100,2.79,71,16,3,5,0,5,12,0.33,6,5,0,1,0,0,83,54,37,38,8,32,57,56.1,25,37,11,26,45,127,52,0,2650,100,581,1398,696,67,2650,46,21,45.7,20,43.5,1675,10194,5139,75,70,16,31,22,1928,64,175,194.3,38,177,30,1,24,0,2.34,84,30,54,-0.4399999999999999,-1.21,71.6,26.5,45.1,1.26,-0.18,0,35,14,2,60,45,54,0,2,0,178,39,43,47.6
Erling Haaland,2324,46,4000,34,32,2804,31.2,32,5,37,25,7,8,1,0,29.2,22.9,4.3,27.2,35,26,126,2.74,0.18,2.92,2.5,2.67,1.03,0.15,1.18,0.81,0.96,31.2,32,127,57,94.2,8.99,4.26,0.54,1.11,11.9,1,7,8,0.2,-2.2,-2.9,295,388,76.0,3234,567,197,242,81.4,56,70,80.0,5,8,62.5,5,4.3,2.2,0.7,29,16,11,0,26,388,375,12,1,2,0,8,1,0,0,0,0,295,1,17,59,2.08,39,0,3,10,6,1,11,0.39,5,0,1,3,2,0,6,3,0,3,3,2,3,66.7,1,11,1,10,2,8,16,0,636,15,36,206,398,183,628,30,12,40.0,16,53.3,357,1628,728,35,13,22,41,19,489,126,166,121.3,32,170,21,2,25,1,4.32,74,29,45,3.2,-1.27,59.5,26.2,33.4,1.18,-0.02,0,21,36,8,8,2,3,2,0,0,47,39,42,48.1
Federico Valverde,2324,50,3996,39,34,3008,33.5,2,7,9,2,0,0,2,0,3.5,3.5,5.8,9.3,104,231,102,0.06,0.22,0.28,0.06,0.28,0.11,0.18,0.29,0.11,0.29,33.5,2,57,19,132.1,2.61,1.4300000000000002,0.04,0.11,23.0,1,0,0,0.06,-1.5,-1.5,1901,2117,89.8,29049,7780,1109,1169,94.9,612,675,90.7,126,185,68.1,7,5.8,3.4,1.2,49,229,41,4,231,2117,2077,31,23,14,33,30,5,0,0,0,0,1901,9,18,119,3.69,110,0,3,3,1,2,14,0.43,12,0,0,2,0,0,47,36,22,13,12,24,42,57.1,18,39,2,37,44,90,40,0,2448,77,384,1382,708,69,2448,44,22,50.0,21,47.7,1610,9227,5027,104,102,15,28,12,1925,102,130,134.4,34,158,22,5,51,1,3.99,78,25,53,0.7999999999999999,-1.26,60.1,30.3,29.8,0.92,0.3,0,20,15,0,30,44,36,0,0,0,160,21,10,67.7
Florian Wirtz,2324,40,4006,38,31,2754,30.6,14,15,29,12,2,2,3,0,8.9,8.2,7.5,15.7,138,224,306,1.13,1.36,2.48,0.85,2.21,0.34,0.29,0.62,0.31,0.6,30.6,14,81,40,110.7,5.25,2.9,0.32,0.59,18.1,1,2,2,0.12,2.1,1.8,1540,1855,83.0,20304,5621,1003,1124,89.2,395,462,85.5,62,98,63.3,15,7.5,9.7,3.5,73,95,82,7,224,1855,1764,77,13,23,7,47,35,22,6,1,0,1540,14,54,166,6.3,128,8,15,4,9,2,24,0.91,18,2,4,0,0,0,27,20,7,14,6,9,29,31.0,20,36,2,34,10,36,3,0,2252,7,146,906,1229,170,2251,162,79,48.8,74,45.7,1384,7896,4152,138,108,45,83,79,1815,306,138,148.2,31,156,9,7,56,0,5.63,87,21,66,5.67,1.99,55.3,22.7,32.7,1.24,-0.21,0,26,29,7,47,10,20,0,0,0,143,9,15,37.5
Granit Xhaka,2324,60,3984,39,37,3257,36.1,4,0,4,4,0,0,5,0,1.8,1.8,2.7,4.5,60,392,53,0.31,0.0,0.31,0.31,0.31,0.06,0.09,0.15,0.06,0.15,36.1,4,49,16,81.1,2.27,0.86,0.32,0.71,25.5,0,0,0,0.04,1.2,1.2,3020,3292,91.7,47359,13206,1681,1777,94.6,1063,1138,93.4,208,258,80.6,0,2.7,5.9,-2.7,41,370,54,0,392,3292,3221,65,39,12,17,12,17,0,0,0,0,3020,6,27,121,3.86,110,1,2,6,2,0,11,0.35,11,0,0,0,0,0,29,27,11,14,4,9,30,30.0,21,29,8,21,21,48,42,0,3558,94,485,2291,797,17,3558,28,16,57.1,9,32.1,2164,9461,4933,60,67,4,31,30,2955,53,158,172.9,37,170,27,2,49,0,5.7,96,24,72,4.92,-1.56,65.2,26.9,38.3,1.22,-0.84,0,32,50,0,12,21,27,0,0,0,226,26,22,54.2
Hakan Calhanoglu,2324,29,1994,32,32,2556,28.4,13,3,16,3,10,10,5,0,10.1,2.3,4.7,7.0,45,186,34,0.46,0.11,0.56,0.11,0.21,0.36,0.17,0.52,0.08,0.25,28.4,13,52,13,25.0,1.83,0.46,0.06,0.23,29.5,12,10,10,0.04,2.9,0.7,2045,2316,88.3,37372,11241,885,934,94.8,853,933,91.4,258,364,70.9,3,4.7,5.8,-1.7,52,194,39,12,186,2316,2097,210,92,4,35,153,4,113,52,47,0,2045,9,18,107,3.77,63,39,0,4,0,1,10,0.35,7,3,0,0,0,0,66,33,29,29,8,32,49,65.3,17,29,13,16,24,90,22,0,2591,81,632,1389,586,26,2581,15,7,46.7,7,46.7,1604,7646,3868,45,65,1,27,7,1878,34,80,74.7,32,80,12,0,0,4,2.47,59,19,40,1.41,-1.4,56.5,23.2,33.3,1.17,-0.26,0,43,23,0,153,24,33,0,0,0,166,26,18,59.1
Harry Kane,2324,30,1993,32,32,2839,31.5,36,8,44,31,5,5,2,0,30.6,26.7,6.4,33.0,36,102,164,1.14,0.25,1.39,0.98,1.24,0.97,0.2,1.17,0.85,1.05,31.5,36,141,61,43.3,4.47,1.93,0.22,0.51,14.4,4,5,5,0.19,5.4,4.3,474,664,71.4,8936,2715,216,266,81.2,166,222,74.8,74,114,64.9,8,6.4,5.9,1.6,31,66,41,6,102,664,620,41,10,13,14,31,8,2,1,0,0,474,3,31,83,2.63,54,2,7,13,7,0,11,0.35,8,1,0,2,0,0,13,9,4,4,5,6,18,33.3,12,12,4,8,6,19,14,0,995,19,69,395,541,180,990,59,24,40.7,30,50.8,634,3098,1287,36,25,14,45,45,782,164,89,92.8,32,89,27,0,0,2,2.16,85,39,46,1.46,0.24,81.1,28.6,52.5,1.66,1.46,0,10,39,13,31,6,9,0,0,0,55,30,34,46.9
Jude Bellingham,2324,40,4006,29,28,2435,27.0,19,7,26,18,1,1,6,1,11.1,10.3,5.3,15.6,85,196,177,0.74,0.98,1.72,0.7,1.6800000000000002,0.43,0.21,0.64,0.4,0.61,27.0,19,65,35,88.1,4.66,2.0700000000000003,0.29,0.53,14.8,0,1,1,0.17,7.9,7.7,1363,1543,88.3,19609,4025,856,930,92.0,387,428,90.4,76,90,84.4,7,5.3,4.3,0.7,48,137,45,3,196,1543,1490,43,18,18,14,22,12,1,1,0,0,1363,10,25,99,3.85,82,0,8,4,5,0,13,0.51,10,0,1,2,0,0,42,35,14,18,10,12,36,33.3,24,55,5,50,22,63,17,0,1897,21,202,978,746,135,1896,97,50,51.5,35,36.1,1235,6812,3434,85,73,26,53,40,1554,177,203,124.8,28,205,18,1,25,5,2.46,59,20,39,0.09,-3.54,46.7,23.4,23.3,0.91,0.09,0,34,75,6,22,22,35,0,0,0,118,24,25,49.0
Kylian Mbappe,2324,48,3996,35,30,2698,30.0,35,10,45,28,7,10,4,0,21.0,14.5,5.7,20.2,114,122,285,2.46,0.79,3.25,2.05,2.84,0.87,0.24,1.11,0.6,0.84,30.0,35,153,73,100.7,11.5,5.92,0.36,0.72,18.3,2,7,10,0.13,6.0,6.5,801,965,83.0,12061,2391,472,536,88.1,235,288,81.6,55,67,82.1,10,5.7,5.2,1.3,40,73,44,1,122,965,936,24,5,12,10,27,6,7,0,0,0,801,5,19,98,4.09,69,0,20,3,6,0,20,0.83,12,0,4,1,3,0,4,2,1,1,2,4,9,44.4,5,4,0,4,4,6,2,0,1264,1,31,441,801,207,1256,133,61,45.9,62,46.6,1148,6741,3207,114,69,66,56,35,1130,285,164,170.5,30,173,25,5,31,2,5.17,83,29,54,4.5,0.3,50.2,30.2,20.0,0.84,-0.04,0,23,43,23,27,4,2,2,0,0,47,0,2,0.0
Lamine Yamal,2324,32,4014,38,23,2305,25.7,6,5,11,6,0,0,4,0,5.2,5.2,6.2,11.4,123,80,350,1.07,0.2,1.28,1.07,1.28,0.21,0.25,0.47,0.21,0.47,25.7,6,61,22,69.5,4.970000000000001,1.73,0.42,1.24,17.5,0,0,0,0.09,-0.2,-0.2,903,1132,79.8,12868,3009,572,650,88.0,262,337,77.7,44,77,57.1,5,6.2,6.5,-1.2,38,39,52,16,80,1132,1091,36,4,6,6,88,14,18,6,4,1,903,5,22,108,4.41,64,5,17,9,8,5,18,0.74,12,0,2,1,2,1,61,40,32,15,14,18,48,37.5,30,32,0,32,20,80,11,0,1475,14,118,460,923,147,1475,160,70,43.8,58,36.3,1023,6622,3889,123,78,57,54,26,1157,350,163,99.1,23,187,12,15,25,1,2.22,59,35,24,0.98,-0.29,52.3,30.5,21.8,0.89,-0.15,0,24,53,4,88,20,40,2,0,0,102,2,11,15.4
Lautaro Martinez,2324,50,3994,34,32,2754,30.6,24,3,27,22,2,4,5,0,17.6,15.3,3.6,18.8,54,80,172,0.81,0.1,0.91,0.75,0.85,0.6,0.12,0.72,0.52,0.64,30.6,24,107,45,91.9,5.4,2.41,0.21,0.5,14.2,0,2,4,0.15,6.4,6.7,604,782,77.2,8821,2104,328,393,83.5,194,232,83.6,41,59,69.5,3,3.6,2.0,-0.6,36,45,21,2,80,782,734,42,4,12,3,16,1,0,0,0,0,604,6,28,102,3.46,71,0,4,16,7,4,16,0.54,7,0,1,3,2,3,22,16,4,13,5,4,19,21.1,15,30,1,29,22,42,10,0,1176,12,88,532,564,178,1173,68,19,27.9,39,57.4,735,3228,1486,54,29,28,68,45,878,172,178,159.4,32,182,18,2,32,2,2.58,74,16,58,2.85,9.85,60.9,22.5,38.4,1.3,0.28,0,47,61,12,16,22,16,2,1,0,90,38,27,58.5
